carat,cut,color,clarity,depth,table,x,y,z,is_over_$1000
0.36,2,7,3,59.1,58,4.63,4.68,2.75,0
0.36,1,1,5,61.6,57,4.54,4.58,2.81,0
0.36,1,7,3,61.1,57,4.58,4.62,2.81,0
0.36,1,7,3,61.5,57,4.56,4.58,2.81,0
0.36,1,1,5,61.8,56,4.56,4.6,2.83,0
0.36,2,1,5,60.4,58,4.64,4.67,2.81,0
0.36,2,7,3,60.5,58,4.6,4.63,2.79,0
0.36,1,7,3,61.8,56,4.56,4.6,2.83,0
0.41,4,5,4,63.4,58,4.75,4.68,2.99,0
0.41,2,1,4,58.8,62,4.87,4.85,2.86,0
0.33,1,1,6,62.6,58,4.36,4.4,2.74,0
0.31,1,7,3,61.8,55,4.33,4.36,2.69,0
0.43,1,3,4,60.9,57,4.88,4.9,2.98,0
0.45,1,6,4,62,54,4.95,4.98,3.08,0
0.36,1,3,8,60.8,57,4.6,4.64,2.81,0
0.36,2,7,3,61.8,58,4.55,4.58,2.82,0
0.36,2,7,3,61,59,4.57,4.61,2.8,0
0.36,2,1,5,61.3,58,4.56,4.58,2.8,0
0.36,2,7,3,61,58,4.59,4.62,2.81,0
0.43,4,6,3,62.4,56,4.84,4.87,3.02,0
0.36,1,7,3,61.7,55,4.58,4.6,2.83,0
0.36,1,7,3,61.6,56,4.55,4.57,2.81,0
0.36,1,7,3,60.6,57,4.57,4.61,2.78,0
0.38,4,6,2,61.5,57,4.66,4.68,2.87,0
0.4,4,6,5,60,56,4.81,4.85,2.9,0
0.39,1,4,2,61.4,56.1,4.7,4.73,2.89,0
0.39,1,4,2,62.1,54.3,4.63,4.69,2.9,0
0.3,1,7,6,62.1,56,4.31,4.32,2.68,0
0.38,3,7,5,63.4,55,4.61,4.64,2.93,0
0.33,2,6,8,59.4,59,4.49,4.54,2.68,0
0.36,1,5,2,60.4,58,4.61,4.66,2.8,0
0.31,1,7,2,61,56,4.37,4.39,2.67,0
0.35,1,6,6,61.8,54.5,4.54,4.58,2.82,0
0.31,1,1,6,59.7,60,4.41,4.43,2.64,0
0.31,1,1,6,61.5,56,4.34,4.37,2.68,0
0.31,1,1,6,61.7,56,4.38,4.4,2.71,0
0.31,1,1,6,62.1,55,4.34,4.36,2.7,0
0.31,1,1,6,62.5,54,4.33,4.37,2.72,0
0.38,1,1,3,62,56,4.62,4.66,2.88,0
0.38,1,1,3,61.7,54.3,4.68,4.69,2.89,0
0.39,1,6,5,62.2,54.3,4.66,4.69,2.91,0
0.31,1,6,8,61.6,54,4.36,4.4,2.7,0
0.31,1,6,8,60.5,61,4.39,4.4,2.66,0
0.35,1,5,5,62.4,55,4.52,4.49,2.81,0
0.35,2,1,3,61.4,58,4.55,4.51,2.78,0
0.39,4,6,6,62.7,58,4.65,4.69,2.93,0
0.42,4,6,3,62.1,55,4.8,4.83,2.99,0
0.47,4,2,5,63,60,4.92,4.95,3.11,0
0.32,1,7,2,59.9,59,4.45,4.46,2.67,0
0.4,1,3,6,62.3,56,4.67,4.7,2.92,0
0.32,1,5,6,61.3,55,4.42,4.45,2.72,0
0.32,1,5,6,60.4,57,4.41,4.43,2.67,0
0.33,1,5,6,61.1,55,4.48,4.52,2.75,0
0.3,1,5,6,62,54.2,4.31,4.33,2.68,0
0.32,1,5,6,61.6,55,4.4,4.43,2.72,0
0.32,1,5,6,62.3,55,4.37,4.4,2.73,0
0.32,1,5,6,61.6,55,4.42,4.44,2.73,0
0.32,1,5,6,62.5,53,4.4,4.43,2.76,0
0.4,1,1,3,62.1,54,4.72,4.75,2.94,0
0.33,1,5,3,60.5,55,4.55,4.47,2.73,0
0.33,1,5,3,61.3,56,4.47,4.43,2.73,0
0.33,2,5,3,62.2,58,4.44,4.43,2.76,0
0.33,4,5,3,63.2,56,4.41,4.39,2.78,0
0.33,1,4,2,60.9,57,4.52,4.48,2.74,0
0.33,1,4,2,62.2,56,4.46,4.44,2.77,0
0.33,1,4,2,62.2,54,4.46,4.44,2.77,0
0.33,1,4,2,61.9,55,4.47,4.45,2.76,0
0.33,1,4,2,61.7,56,4.44,4.41,2.73,0
0.33,1,4,2,61.9,57,4.44,4.41,2.74,0
0.33,2,4,2,61.6,58,4.45,4.42,2.73,0
0.33,2,4,2,62.4,60,4.42,4.39,2.75,0
0.33,2,6,5,60.3,59,4.52,4.44,2.7,0
0.33,1,6,5,62.1,54,4.47,4.45,2.77,0
0.33,1,6,5,62.3,54,4.48,4.45,2.78,0
0.33,1,6,5,60.1,55,4.55,4.5,2.72,0
0.33,2,6,5,59.2,59,4.54,4.51,2.68,0
0.33,2,6,5,61.9,58,4.46,4.43,2.75,0
0.33,1,6,5,62.1,55,4.46,4.43,2.76,0
0.33,1,6,5,62.1,55,4.46,4.43,2.76,0
0.33,2,6,5,60.5,58,4.49,4.43,2.7,0
0.33,2,6,5,61.4,59,4.49,4.43,2.74,0
0.33,1,6,5,61.7,56,4.47,4.44,2.75,0
0.33,2,6,5,60.1,61,4.48,4.44,2.68,0
0.33,1,6,5,61.4,55,4.48,4.44,2.74,0
0.33,1,6,5,61.4,54,4.48,4.44,2.74,0
0.33,1,6,5,61.9,56,4.48,4.44,2.76,0
0.33,1,6,5,62.1,54,4.47,4.42,2.76,0
0.33,2,6,5,60.8,59,4.45,4.43,2.7,0
0.33,2,6,5,61.9,59,4.45,4.43,2.75,0
0.33,1,6,5,62.4,56,4.45,4.43,2.77,0
0.33,1,6,5,61.8,56,4.45,4.42,2.74,0
0.33,2,6,5,61.3,58,4.46,4.42,2.72,0
0.33,2,6,5,61.6,60,4.46,4.41,2.73,0
0.33,2,6,5,62.4,59,4.47,4.41,2.77,0
0.33,2,6,5,61.3,58,4.45,4.42,2.72,0
0.33,2,6,5,62.3,58,4.45,4.41,2.76,0
0.33,1,6,5,61.9,55,4.44,4.41,2.74,0
0.33,1,6,5,61.6,57,4.45,4.41,2.73,0
0.33,1,6,5,62.1,56,4.42,4.4,2.74,0
0.33,1,6,5,62.1,56,4.42,4.4,2.74,0
0.33,2,6,5,61.8,59,4.45,4.39,2.73,0
0.33,2,6,5,62.2,58,4.42,4.39,2.74,0
0.33,2,6,5,61.6,58,4.44,4.39,2.72,0
0.33,2,6,5,62,59,4.42,4.36,2.72,0
0.33,4,6,5,63.1,57,4.4,4.38,2.77,0
0.33,2,6,5,62.8,58,4.41,4.38,2.76,0
0.33,1,6,5,62.3,57,4.42,4.38,2.74,0
0.33,1,6,5,62.9,57,4.43,4.38,2.77,0
0.33,2,5,3,61.2,58,4.5,4.45,2.74,0
0.33,1,5,3,61.2,54,4.49,4.47,2.74,0
0.33,1,5,3,61.6,56,4.46,4.44,2.74,0
0.33,2,5,3,60.8,58,4.47,4.44,2.71,0
0.33,2,5,3,60.1,58,4.47,4.45,2.68,0
0.33,1,5,3,62.1,55,4.47,4.45,2.77,0
0.33,1,5,3,61.4,57,4.48,4.45,2.74,0
0.33,1,5,3,61.9,55,4.46,4.43,2.75,0
0.33,1,5,3,62.1,54,4.46,4.43,2.76,0
0.33,1,5,3,62.3,56,4.46,4.43,2.77,0
0.33,1,5,3,62.3,55,4.47,4.42,2.77,0
0.33,1,5,3,61.9,57,4.42,4.4,2.73,0
0.33,1,5,3,62.6,55,4.42,4.4,2.76,0
0.33,1,5,3,62.3,56,4.45,4.41,2.76,0
0.33,2,5,3,61.9,57,4.44,4.42,2.74,0
0.33,2,5,3,62.1,59,4.44,4.39,2.74,0
0.33,2,5,3,62.4,57,4.43,4.39,2.75,0
0.34,2,5,3,59.8,59,4.55,4.51,2.71,0
0.39,2,6,4,61.7,57,4.77,4.7,2.92,0
0.33,2,5,3,62.4,58,4.41,4.37,2.74,0
0.33,2,5,3,62.1,59,4.45,4.4,2.75,0
0.33,1,5,3,61.6,55,4.48,4.45,2.75,0
0.33,1,7,3,62.3,54,4.46,4.43,2.77,0
0.33,1,7,3,60.3,55,4.52,4.5,2.72,0
0.39,4,6,5,62.4,57,4.62,4.68,2.9,0
0.39,2,6,5,62.6,58,4.66,4.7,2.93,0
0.39,4,4,2,62.1,58,4.63,4.65,2.88,0
0.4,1,6,4,61,55,4.76,4.81,2.92,0
0.5,3,3,1,65.3,56,4.91,5.01,3.24,0
0.4,1,4,4,62.6,57,4.7,4.66,2.93,0
0.4,2,4,4,62.6,58,4.72,4.68,2.94,0
0.4,1,4,4,62,56,4.74,4.68,2.92,0
0.38,2,6,4,59.5,62,4.71,4.67,2.79,0
0.38,2,6,4,60,60,4.72,4.65,2.81,0
0.38,2,6,4,62.4,59,4.64,4.59,2.88,0
0.4,2,7,1,60,58,4.84,4.8,2.89,0
0.4,3,3,3,63.8,54,4.72,4.68,3,0
0.4,2,4,4,62.7,58,4.69,4.65,2.93,0
0.4,2,4,4,62.8,59,4.69,4.67,2.94,0
0.4,2,4,4,62.1,62,4.73,4.7,2.93,0
0.4,2,1,1,62.9,58,4.74,4.7,2.97,0
0.4,2,1,1,61.4,59,4.75,4.7,2.9,0
0.4,1,1,1,61.2,55,4.77,4.74,2.91,0
0.4,4,1,1,63.2,57,4.68,4.66,2.95,0
0.4,2,1,1,62.9,59,4.69,4.66,2.94,0
0.4,2,1,1,61.4,57,4.74,4.68,2.89,0
0.4,2,7,1,61.1,58,4.76,4.73,2.9,0
0.4,2,7,1,59.9,60,4.78,4.74,2.85,0
0.4,2,7,1,60.4,59,4.83,4.8,2.91,0
0.4,2,7,1,61.9,58,4.73,4.71,2.92,0
0.4,2,7,1,62.2,58,4.75,4.71,2.94,0
0.4,2,7,1,62.4,58,4.73,4.69,2.94,0
0.4,2,7,1,61.7,58,4.74,4.69,2.91,0
0.4,2,7,1,62.1,60,4.75,4.69,2.93,0
0.4,1,7,1,62.8,56,4.73,4.7,2.96,0
0.4,2,7,1,61.6,59,4.74,4.68,2.9,0
0.4,4,7,1,63.4,56,4.73,4.67,2.98,0
0.38,4,2,2,63.4,56,4.62,4.56,2.91,0
0.38,2,6,4,61.4,61,4.66,4.62,2.85,0
0.38,1,6,4,61.3,56,4.67,4.63,2.85,0
0.38,1,6,4,62.4,57,4.65,4.62,2.89,0
0.38,1,6,4,60.9,56,4.71,4.68,2.86,0
0.46,5,3,3,66.8,55,4.82,4.77,3.2,0
0.4,1,4,4,62.9,56,4.7,4.65,2.94,0
0.33,4,7,2,61.9,56,4.44,4.48,2.76,0
0.34,1,5,3,61.4,55,4.54,4.52,2.78,0
0.53,1,2,1,61.9,54,5.2,5.23,3.23,0
0.37,1,7,2,62.4,56,4.56,4.64,2.87,0
0.3,1,5,6,62.3,56,4.3,4.34,2.69,0
0.3,1,5,6,61.7,56,4.33,4.35,2.68,0
0.3,1,5,6,62.6,56,4.26,4.29,2.67,0
0.3,1,4,4,60.7,56,4.35,4.37,2.65,0
0.3,1,4,4,62.1,56,4.3,4.32,2.67,0
0.23,3,1,2,61.9,60,3.95,4.03,2.47,0
0.31,2,2,4,61.9,59,4.32,4.28,2.66,0
0.31,4,2,4,63.5,55,4.33,4.3,2.74,0
0.31,2,2,4,60.9,60,4.38,4.36,2.66,0
0.31,2,2,4,62.7,59,4.32,4.29,2.7,0
0.29,4,4,2,62.2,54,4.23,4.26,2.64,0
0.32,1,3,3,62.3,55,4.39,4.41,2.74,0
0.32,1,3,3,61.5,54,4.43,4.45,2.73,0
0.32,1,3,3,62,53,4.42,4.45,2.75,0
0.25,4,4,2,63.3,54,3.98,4.02,2.52,0
0.25,4,4,6,61.6,56,4.07,4.1,2.51,0
0.28,1,4,3,62.5,54,4.2,4.22,2.63,0
0.28,1,4,3,61.9,55,4.2,4.23,2.61,0
0.41,3,6,7,63.8,56,4.7,4.74,3.01,0
0.3,2,1,1,61.5,62,4.31,4.28,2.64,0
0.31,4,3,3,61.6,56,4.36,4.39,2.69,0
0.23,4,7,5,62.4,56,3.93,3.98,2.46,0
0.31,1,2,2,62,56.1,4.31,4.33,2.68,0
0.32,2,2,4,62.2,59,4.41,4.37,2.73,0
0.32,3,7,7,64,54,4.36,4.33,2.78,0
0.39,2,4,1,61.2,58,4.51,6.02,4.44,0
0.23,4,5,2,58.1,63,4.04,4.08,2.36,0
0.26,1,4,8,61.1,57,4.12,4.16,2.53,0
0.26,4,4,6,62.5,58,4.08,4.11,2.56,0
0.26,4,4,2,62.4,58,4.04,4.07,2.53,0
0.26,1,4,6,61.2,56,4.11,4.16,2.53,0
0.26,2,4,6,59.8,59,4.12,4.17,2.48,0
0.26,3,4,2,63.3,58,4.04,4.08,2.57,0
0.3,1,5,6,61.8,55,4.32,4.35,2.68,0
0.3,1,5,6,62.2,53,4.3,4.32,2.68,0
0.3,1,5,6,61.8,54,4.34,4.36,2.69,0
0.43,1,4,3,60.7,55,4.96,4.89,2.99,0
0.39,1,6,3,62.5,54,4.67,4.7,2.93,0
0.3,1,7,3,60.9,57,4.34,4.36,2.65,0
0.3,1,1,5,61.6,55,4.34,4.36,2.68,0
0.4,5,5,4,64.7,58,4.67,4.63,3.01,0
0.4,3,1,4,64.2,57,4.68,4.66,3,0
0.36,4,6,2,59.5,56,4.68,4.73,2.8,0
0.3,4,5,6,58.1,61,4.39,4.42,2.56,0
0.4,4,1,3,62.9,59,4.7,4.75,2.97,0
0.32,1,7,2,62.1,54,4.4,4.4,2.74,0
0.33,1,6,6,61.9,55,4.45,4.5,2.77,0
0.34,1,5,6,61.1,57,4.55,4.58,2.79,0
0.37,1,1,5,61.6,54,4.6,4.65,2.86,0
0.36,3,5,6,62.4,63,4.46,4.51,2.8,0
0.29,1,1,2,62,55,4.27,4.25,2.64,0
0.29,1,5,6,60.9,57,4.32,4.29,2.62,0
0.29,1,1,6,62.7,55,4.22,4.2,2.64,0
0.43,1,4,4,62.1,57,4.83,4.77,2.98,0
0.43,4,1,1,63.4,57,4.82,4.77,3.04,0
0.43,3,1,1,63.6,55,4.83,4.8,3.06,0
0.43,4,7,1,63.4,57,4.81,4.78,3.04,0
0.43,4,7,1,63.3,57,4.82,4.79,3.04,0
0.43,4,7,1,63.1,59,4.81,4.8,3.03,0
0.31,4,5,6,61.4,56,4.37,4.4,2.69,0
0.33,4,5,6,62,56,4.41,4.44,2.74,0
0.46,4,5,1,61.6,55,4.98,5.02,3.08,0
0.35,4,6,6,61.8,57,4.5,4.53,2.79,0
0.35,1,4,8,61.7,54,4.53,4.55,2.8,0
0.36,2,1,2,61.7,59,4.52,4.56,2.8,0
0.4,1,6,3,62.1,58,4.68,4.72,2.92,0
0.32,1,1,6,60.7,55,4.42,4.45,2.69,0
0.39,2,5,4,61.3,62,4.71,4.68,2.88,0
0.39,2,1,4,59.1,59,4.81,4.76,2.83,0
0.4,4,6,5,62.9,54.8,4.71,4.76,2.98,0
0.48,1,2,5,62.2,54,5.01,5.06,3.13,0
0.33,1,6,8,62.7,56,4.39,4.44,2.77,0
0.41,1,6,4,62.2,56,4.77,4.75,2.96,0
0.41,4,6,4,63.4,57,4.73,4.7,2.99,0
0.41,2,6,4,62.8,58,4.74,4.72,2.97,0
0.3,4,1,6,62.1,57,4.27,4.3,2.66,0
0.3,4,1,6,62.6,56,4.26,4.27,2.67,0
0.3,4,1,6,60.5,57,4.37,4.39,2.65,0
0.42,1,3,2,62.8,54,4.78,4.8,3.01,0
0.3,1,1,6,62.2,57,4.28,4.31,2.67,0
0.3,1,1,6,61.2,57,4.32,4.34,2.65,0
0.3,1,1,6,62.5,57,4.27,4.3,2.68,0
0.3,1,1,6,62.1,57,4.27,4.29,2.66,0
0.3,1,1,6,62,58,4.28,4.3,2.66,0
0.3,1,1,6,62.1,57,4.27,4.3,2.66,0
0.3,1,1,6,62.5,56,4.28,4.3,2.68,0
0.3,1,1,6,62.3,55,4.31,4.32,2.69,0
0.3,1,1,6,61.7,58,4.28,4.31,2.65,0
0.39,1,5,3,59.2,58,4.78,4.81,2.84,0
0.36,1,5,5,60.1,56,4.65,4.69,2.8,0
0.32,1,7,5,61.5,56,4.41,4.43,2.72,0
0.35,1,7,5,60.1,57,4.58,4.61,2.76,0
0.33,1,3,8,61.2,56,4.46,4.49,2.74,0
0.42,2,7,1,62,59,4.83,4.78,2.98,0
0.34,2,4,6,61.2,58,4.51,4.48,2.75,0
0.31,1,7,5,62,57,4.35,4.33,2.69,0
0.43,4,6,3,62.9,56,4.77,4.8,3.01,0
0.37,4,5,5,58.6,65,4.68,4.71,2.75,0
0.3,4,7,5,60.1,55,4.37,4.4,2.63,0
0.3,4,7,5,62,55,4.31,4.35,2.68,0
0.3,4,6,8,62.6,56,4.27,4.29,2.68,0
0.41,4,5,3,62.8,57,4.73,4.76,2.98,0
0.41,3,5,3,63.2,57,4.74,4.76,3,0
0.41,1,5,3,62.6,57,4.76,4.79,2.99,0
0.41,1,5,3,61,57,4.76,4.81,2.92,0
0.41,2,5,3,60.3,58,4.8,4.85,2.91,0
0.41,4,3,6,62,56,4.75,4.77,2.95,0
0.41,1,5,3,61.1,56,4.8,4.83,2.94,0
0.41,1,1,5,62.3,53,4.74,4.76,2.96,0
0.41,2,5,3,61.6,59,4.74,4.77,2.93,0
0.41,2,5,3,61.3,58,4.79,4.84,2.95,0
0.41,1,5,3,62.7,57,4.73,4.78,2.98,0
0.41,1,5,3,62.3,57,4.75,4.78,2.97,0
0.41,1,5,3,60.8,56,4.8,4.81,2.92,0
0.41,1,5,3,60,56,4.82,4.88,2.91,0
0.41,4,5,3,62.4,56,4.75,4.77,2.97,0
0.41,1,5,3,61.8,57,4.75,4.79,2.95,0
0.41,1,5,3,61.9,56,4.74,4.76,2.94,0
0.41,1,5,3,62.1,56,4.74,4.79,2.96,0
0.41,4,5,3,62.6,58,4.75,4.81,2.99,0
0.41,1,5,3,61.4,55,4.78,4.83,2.95,0
0.41,1,3,6,61.8,55,4.76,4.79,2.95,0
0.41,2,3,6,61.5,59,4.75,4.81,2.94,0
0.41,4,3,6,59.8,61,4.79,4.84,2.88,0
0.41,4,3,6,61.9,57,4.78,4.82,2.97,0
0.41,4,5,3,61.1,56,4.79,4.84,2.94,0
0.41,1,3,6,61.3,56,4.8,4.85,2.96,0
0.41,1,5,3,62.7,56,4.72,4.78,2.98,0
0.41,4,5,3,62.6,57,4.71,4.74,2.96,0
0.41,2,5,3,60.3,60,4.81,4.84,2.91,0
0.41,1,5,3,61.8,56,4.76,4.79,2.95,0
0.41,1,5,3,60.9,57,4.74,4.78,2.9,0
0.41,1,5,3,61.8,56,4.78,4.8,2.96,0
0.41,1,5,3,61.8,57,4.73,4.78,2.94,0
0.41,4,5,3,62.8,58,4.69,4.73,2.96,0
0.34,1,6,6,61.3,55,4.54,4.56,2.79,0
0.34,1,6,6,61.9,54,4.49,4.52,2.79,0
0.34,1,6,6,62.1,53,4.49,4.53,2.8,0
0.34,1,6,6,61.7,56,4.5,4.55,2.79,0
0.3,1,5,6,60.5,56,4.34,4.45,2.66,0
0.31,1,1,6,61.1,56,4.36,4.38,2.67,0
0.36,1,1,5,62,54.2,4.55,4.58,2.83,0
0.34,1,4,8,61.6,54,4.49,4.53,2.78,0
0.34,1,4,8,61.9,53,4.5,4.52,2.79,0
0.34,1,4,8,61.7,56,4.5,4.51,2.78,0
0.34,1,4,8,62,53,4.49,4.51,2.79,0
0.34,1,4,8,61.8,54,4.51,4.55,2.8,0
0.34,1,4,8,61.7,55,4.5,4.54,2.79,0
0.3,1,6,8,61.5,55,4.33,4.35,2.67,0
0.3,1,6,8,61.6,53,4.32,4.35,2.67,0
0.3,1,6,8,61.3,55,4.33,4.35,2.66,0
0.3,1,6,8,62.1,55,4.32,4.35,2.69,0
0.3,1,6,8,62.4,55,4.32,4.34,2.7,0
0.3,1,6,8,62.3,56,4.31,4.32,2.69,0
0.3,1,6,8,61.9,57,4.27,4.29,2.65,0
0.3,1,6,8,62.4,54,4.31,4.34,2.7,0
0.3,1,6,8,60.7,57,4.34,4.39,2.65,0
0.3,1,6,8,62,55,4.33,4.35,2.69,0
0.3,1,6,8,61.2,57,4.35,4.38,2.67,0
0.3,1,6,8,62,54,4.33,4.35,2.69,0
0.3,1,6,8,62.1,55,4.32,4.34,2.69,0
0.3,1,6,8,60.9,58,4.32,4.35,2.64,0
0.3,1,6,8,61.6,56,4.34,4.36,2.68,0
0.3,1,6,8,61.8,55,4.32,4.36,2.68,0
0.3,1,6,8,62.3,54,4.32,4.35,2.7,0
0.3,1,6,8,62.1,55,4.32,4.35,2.69,0
0.3,1,6,8,60.9,56,4.34,4.36,2.65,0
0.3,1,6,8,61.5,56,4.32,4.36,2.67,0
0.3,1,6,8,62.1,54,4.3,4.33,2.68,0
0.3,1,6,8,62.3,56,4.29,4.32,2.68,0
0.3,1,6,8,61.4,57,4.3,4.33,2.65,0
0.3,1,6,8,62.2,55,4.31,4.34,2.69,0
0.3,1,6,8,60.9,57,4.35,4.39,2.66,0
0.3,1,6,8,62.1,53,4.3,4.33,2.68,0
0.3,1,6,8,62.5,54,4.31,4.33,2.7,0
0.3,1,6,8,62.3,55,4.3,4.33,2.69,0
0.3,1,6,8,61.9,55,4.33,4.36,2.69,0
0.3,1,6,8,61,57,4.31,4.34,2.64,0
0.3,1,6,8,62.1,57,4.27,4.29,2.66,0
0.5,2,6,1,62.4,61,5.02,4.98,3.12,0
0.46,2,3,1,61,58,5.03,4.97,3.05,0
0.36,1,1,3,61.1,57,4.61,4.56,2.8,0
0.32,1,1,2,62.4,56,4.39,4.43,2.75,0
0.32,1,1,2,61.5,55,4.41,4.44,2.72,0
0.31,1,1,2,60.9,55,4.42,4.45,2.7,0
0.31,1,1,2,61.3,55,4.34,4.37,2.67,0
0.31,1,1,2,62,54,4.38,4.39,2.72,0
0.31,1,1,2,61.1,56,4.38,4.39,2.68,0
0.31,1,1,2,60.2,57,4.39,4.41,2.65,0
0.31,1,1,2,62,54,4.33,4.35,2.69,0
0.31,1,1,2,61.8,54,4.34,4.36,2.69,0
0.46,1,6,1,62.2,53,4.95,4.98,3.09,0
0.4,2,6,4,61.7,61,4.68,4.63,2.87,0
0.32,2,3,8,60.3,58,4.45,4.41,2.67,0
0.32,1,3,8,60.8,54,4.47,4.44,2.71,0
0.32,2,3,8,61.9,59,4.39,4.37,2.71,0
0.32,1,3,8,62.2,57,4.37,4.35,2.71,0
0.4,2,5,1,59.6,58,4.85,4.81,2.88,0
0.36,4,4,8,62.3,56,4.55,4.58,2.85,0
0.36,4,4,8,61.6,56,4.57,4.62,2.83,0
0.36,4,4,8,60.8,57,4.58,4.6,2.79,0
0.34,1,7,5,60.9,56,4.51,4.56,2.76,0
0.42,1,3,6,60.5,57,4.84,4.88,2.94,0
0.31,1,1,6,61.1,56,4.38,4.42,2.69,0
0.31,1,1,6,61.5,56,4.36,4.39,2.69,0
0.31,1,1,6,61.4,55,4.35,4.38,2.68,0
0.31,1,1,6,61.3,56,4.38,4.4,2.69,0
0.31,1,1,6,60.2,61,4.4,4.43,2.66,0
0.38,1,5,5,61.3,56,4.67,4.7,2.87,0
0.38,1,5,5,62,54,4.65,4.68,2.89,0
0.39,1,3,8,60.8,56,4.73,4.75,2.88,0
0.41,4,1,3,59.7,58,4.79,4.82,2.87,0
0.38,1,1,5,62.2,55,4.63,4.67,2.89,0
0.3,1,7,6,62.2,57,4.3,4.35,2.69,0
0.38,4,1,3,59.2,60,4.73,4.77,2.81,0
0.38,4,1,3,60.3,58,4.67,4.72,2.83,0
0.38,2,1,3,62.2,59,4.63,4.67,2.89,0
0.38,1,1,3,61.7,55,4.66,4.68,2.88,0
0.38,4,1,3,60.5,58,4.66,4.7,2.83,0
0.38,1,1,3,60.1,56,4.69,4.72,2.83,0
0.38,2,1,3,61.8,58,4.61,4.64,2.86,0
0.38,4,1,3,60.5,62,4.65,4.74,2.84,0
0.39,1,6,4,60.5,56,4.77,4.79,2.89,0
0.33,2,1,3,60.6,58,4.49,4.45,2.71,0
0.4,4,5,3,63.6,56,4.66,4.68,2.97,0
0.43,2,6,3,60.8,59,4.86,4.91,2.97,0
0.43,4,6,3,62.9,59,4.78,4.83,3.02,0
0.43,4,6,3,59.1,60,4.88,4.93,2.9,0
0.43,2,4,5,62.3,58,4.75,4.81,2.98,0
0.43,2,6,3,61.1,59,4.83,4.86,2.96,0
0.43,2,6,3,61.2,58,4.84,4.9,2.98,0
0.43,2,6,3,61.3,58,4.83,4.86,2.97,0
0.43,2,4,5,60,59,4.86,4.98,2.95,0
0.43,2,6,3,62.3,58,4.81,4.85,3.01,0
0.43,2,6,3,61.1,58,4.84,4.88,2.97,0
0.32,1,7,2,61.3,55,4.4,4.44,2.71,0
0.32,1,7,2,62,55,4.39,4.41,2.73,0
0.32,1,5,6,61.5,56,4.41,4.43,2.72,0
0.32,1,5,6,61.7,55,4.42,4.46,2.74,0
0.32,1,5,6,61.7,55,4.38,4.43,2.72,0
0.32,1,5,6,60.6,56,4.46,4.48,2.71,0
0.32,1,5,6,62,56,4.37,4.41,2.72,0
0.4,1,5,3,61,62,4.71,4.74,2.88,0
0.42,3,3,6,59.2,61,4.88,4.91,2.9,0
0.47,2,2,1,61.9,59,4.99,4.96,3.08,0
0.4,4,6,2,60.6,59,4.74,4.8,2.89,0
0.4,4,6,2,63.2,55,4.72,4.74,2.99,0
0.4,4,7,3,60.8,59,4.71,4.77,2.88,0
0.4,4,6,5,61.5,58,4.72,4.74,2.91,0
0.4,4,5,5,60.4,58,4.75,4.79,2.88,0
0.4,1,4,2,61.1,55,4.75,4.78,2.91,0
0.33,2,4,8,62,58,4.39,4.42,2.73,0
0.33,1,6,6,62.3,55,4.43,4.46,2.77,0
0.33,2,6,6,60.9,60,4.46,4.5,2.73,0
0.33,1,1,2,61.2,57,4.45,4.47,2.73,0
0.33,4,4,8,60.3,59,4.47,4.49,2.7,0
0.33,2,6,6,60.4,59,4.44,4.47,2.69,0
0.3,2,5,6,62,59,4.24,4.28,2.64,0
0.33,1,6,6,61.7,54,4.47,4.48,2.76,0
0.33,1,4,8,61.9,55,4.42,4.44,2.74,0
0.33,1,6,6,62,56,4.45,4.48,2.77,0
0.3,1,5,6,62.4,56,4.28,4.31,2.68,0
0.33,2,1,2,60.3,58,4.47,4.49,2.7,0
0.33,2,6,6,62.1,58,4.4,4.43,2.74,0
0.33,2,4,8,61.8,60,4.4,4.44,2.73,0
0.33,2,6,6,61.9,59,4.38,4.41,2.72,0
0.33,4,6,6,61.2,60,4.42,4.44,2.71,0
0.33,4,6,6,61.4,60,4.39,4.44,2.71,0
0.33,1,6,6,60.8,56,4.42,4.46,2.7,0
0.33,2,6,6,60.9,58,4.43,4.47,2.71,0
0.3,1,5,6,61.9,57,4.3,4.33,2.67,0
0.3,2,5,6,61.8,59,4.26,4.29,2.64,0
0.33,1,6,6,61.7,56,4.45,4.47,2.75,0
0.33,1,6,6,62,56,4.45,4.48,2.77,0
0.33,1,6,6,62.2,57,4.41,4.46,2.76,0
0.3,1,5,6,62.1,55,4.31,4.32,2.68,0
0.33,4,6,6,62.8,59,4.38,4.44,2.77,0
0.33,1,6,6,61.5,56,4.45,4.46,2.74,0
0.33,1,6,6,61.8,55,4.42,4.45,2.74,0
0.33,1,1,2,61.7,57,4.41,4.44,2.73,0
0.33,1,4,8,62.1,55,4.41,4.44,2.75,0
0.35,1,6,6,60.7,56,4.58,4.6,2.79,0
0.43,1,4,5,61.1,57,4.88,4.91,2.99,0
0.43,1,4,5,62.3,57,4.81,4.84,3,0
0.4,1,6,5,61.8,57,4.73,4.75,2.93,0
0.35,1,4,8,61.5,57,4.55,4.58,2.8,0
0.43,4,1,3,62.2,58,4.81,4.87,3.01,0
0.44,1,6,3,62,55,4.89,4.91,3.04,0
0.4,3,5,4,63.6,59,4.67,4.64,2.96,0
0.36,1,6,5,62.3,57,4.57,4.55,2.84,0
0.36,2,5,3,58.5,58,4.69,4.65,2.73,0
0.46,1,1,1,61.3,56,4.96,5.02,3.06,0
